INSERT INTO Registro_gimnasio VALUES('2023-05-15', 'A0200414'),
('2023-05-26', 'A0618064'),
('2023-05-26', 'A0283335'),
('2023-05-26', 'A082451'),
('2023-05-26', 'A0807348'),
('2023-05-26', 'A08127'),
('2023-05-26', 'A0769034'),
('2023-05-26', 'A0819226'),
('2023-05-26', 'A0504024'),
('2023-05-26', 'A0151222'),
('2023-05-26', 'A0972770'),
('2023-05-26', 'A0166997'),
('2023-05-26', 'A061207'),
('2023-05-26', 'A0815528'),
('2023-05-26', 'A0420180'),
('2023-05-26', 'A0493981'),
('2023-05-26', 'A0439725'),
('2023-05-26', 'A0259277'),
('2023-05-26', 'A0554800'),
('2023-05-26', 'A0188997'),
('2023-05-26', 'A046698'),
('2023-05-26', 'A031828'),
('2023-05-26', 'A0133400'),
('2023-05-26', 'A0821388'),
('2023-05-26', 'A0164838'),
('2023-05-26', 'A0348689'),
('2023-05-26', 'A0730337'),
('2023-05-26', 'A0157411'),
('2023-05-26', 'A0704755'),
('2023-05-26', 'A0402963'),
('2023-05-26', 'A0178397'),
('2023-05-26', 'A0984112'),
('2023-05-26', 'A0745435'),
('2023-05-26', 'A0915358'),
('2023-05-26', 'A0539088'),
('2023-05-26', 'A0970209'),
('2023-05-26', 'A0489845'),
('2023-05-26', 'A0247234'),
('2023-05-26', 'A032465'),
('2023-05-26', 'A0519084'),
('2023-05-26', 'A033932'),
('2023-05-26', 'A0349427'),
('2023-05-26', 'A0137591'),
('2023-05-26', 'A0732552'),
('2023-05-26', 'A0805553'),
('2023-05-26', 'A0880867'),
('2023-05-26', 'A0905921'),
('2023-05-26', 'A0322703'),
('2023-05-26', 'A0610290'),
('2023-05-27', 'A0874229'),
('2023-05-27', 'A0949815'),
('2023-05-27', 'A0849784'),
('2023-05-27', 'A0653774'),
('2023-05-27', 'A0346120'),
('2023-05-27', 'A0570390'),
('2023-05-27', 'A0101722'),
('2023-05-27', 'A0664857'),
('2023-05-27', 'A0834779'),
('2023-05-27', 'A0917538'),
('2023-05-27', 'A0456852'),
('2023-05-27', 'A0422592'),
('2023-05-27', 'A0423915'),
('2023-05-27', 'A0143252'),
('2023-05-27', 'A0401906'),
('2023-05-27', 'A0621463'),
('2023-05-27', 'A0792497'),
('2023-05-27', 'A0976825'),
('2023-05-27', 'A053667'),
('2023-05-27', 'A0326527'),
('2023-05-27', 'A0603556'),
('2023-05-27', 'A0390785'),
('2023-05-27', 'A0719893'),
('2023-05-27', 'A0711618'),
('2023-05-27', 'A0622839'),
('2023-05-27', 'A0204986'),
('2023-05-27', 'A0590265'),
('2023-05-27', 'A0549060'),
('2023-05-27', 'A0926647'),
('2023-05-27', 'A0979385'),
('2023-05-27', 'A0266712'),
('2023-05-27', 'A0836551'),
('2023-05-27', 'A0109371'),
('2023-05-27', 'A0167982'),
('2023-05-27', 'A0961473'),
('2023-05-27', 'A0332755'),
('2023-05-27', 'A0884790'),
('2023-05-27', 'A0328897'),
('2023-05-27', 'A0540826'),
('2023-05-27', 'A0515314'),
('2023-05-27', 'A0328245'),
('2023-05-27', 'A0944879'),
('2023-05-27', 'A0994562'),
('2023-05-27', 'A0614070'),
('2023-05-27', 'A0547946'),
('2023-05-27', 'A0611611'),
('2023-05-27', 'A0921485'),
('2023-05-27', 'A0304248'),
('2023-05-27', 'A066111'),
('2023-05-27', 'A030996'),
('2023-05-27', 'A043039'),
('2023-05-27', 'A0418587'),
('2023-05-27', 'A0987643'),
('2023-05-27', 'A0182839'),
('2023-05-27', 'A0439449'),
('2023-05-27', 'A0997694'),
('2023-05-27', 'A0225506'),
('2023-05-27', 'A0546846'),
('2023-05-27', 'A0803852'),
('2023-05-27', 'A0972914'),
('2023-05-27', 'A0276096'),
('2023-05-27', 'A0559264'),
('2023-05-27', 'A0605473'),
('2023-05-27', 'A0479391'),
('2023-05-27', 'A0521121'),
('2023-05-27', 'A0188647'),
('2023-05-27', 'A0729613'),
('2023-05-27', 'A0906465'),
('2023-05-27', 'A0976160'),
('2023-05-27', 'A0782169'),
('2023-05-27', 'A0374587'),
('2023-05-27', 'A087916'),
('2023-05-27', 'A0976060');

 INSERT INTO Registro_gimnasio VALUES ('2023-05-27', 'A0348706'),
('2023-05-27', 'A0327383'),
('2023-05-27', 'A0133477'),
('2023-05-27', 'A0124908'),
('2023-05-27', 'A0981754'),
('2023-05-27', 'A024334'),
('2023-05-27', 'A0100806'),
('2023-05-27', 'A0309211'),
('2023-05-27', 'A0509252'),
('2023-05-27', 'A0294151'),
('2023-05-27', 'A0211046'),
('2023-05-27', 'A0847407'),
('2023-05-27', 'A0570497'),
('2023-05-27', 'A0611806'),
('2023-05-27', 'A0600638'),
('2023-05-27', 'A0533197'),
('2023-05-27', 'A0608017'),
('2023-05-27', 'A0780290'),
('2023-05-27', 'A0682983'),
('2023-05-27', 'A0927586'),
('2023-05-27', 'A0944717'),
('2023-05-27', 'A090440'),
('2023-05-27', 'A0920839'),
('2023-05-27', 'A0728459'),
('2023-05-27', 'A0647822'),
('2023-05-27', 'A0663554'),
('2023-05-27', 'A0158797'),
('2023-05-27', 'A0283187'),
('2023-05-27', 'A0869526'),
('2023-05-27', 'A089738'),
('2023-05-27', 'A0972137'),
('2023-05-27', 'A0739898'),
('2023-05-27', 'A0761658'),
('2023-05-27', 'A0571409'),
('2023-05-27', 'A0903436'),
('2023-05-27', 'A0713900'),
('2023-05-27', 'A0746586'),
('2023-05-27', 'A016145'),
('2023-05-27', 'A0402413'),
('2023-05-27', 'A0663597'),
('2023-05-27', 'A0476083'),
('2023-05-27', 'A0516098'),
('2023-05-27', 'A0783097'),
('2023-05-27', 'A0923551'),
('2023-05-27', 'A0662091'),
('2023-05-27', 'A0554281'),
('2023-05-27', 'A0311348'),
('2023-05-27', 'A0302838'),
('2023-05-27', 'A0311843'),
('2023-05-27', 'A0731094'),
('2023-05-27', 'A0327479'),
('2023-05-27', 'A0105452'),
('2023-05-27', 'A0749640'),
('2023-05-27', 'A0908983'),
('2023-05-27', 'A0334477'),
('2023-05-27', 'A0367607'),
('2023-05-27', 'A0547500'),
('2023-05-27', 'A0595915'),
('2023-05-27', 'A033758'),
('2023-05-27', 'A0648351'),
('2023-05-27', 'A0123876'),
('2023-05-27', 'A0401099'),
('2023-05-27', 'A0785760'),
('2023-05-27', 'A0143159'),
('2023-05-27', 'A0904770'),
('2023-05-27', 'A0852761'),
('2023-05-27', 'A0949276'),
('2023-05-27', 'A0897360'),
('2023-05-27', 'A0832181'),
('2023-05-27', 'A0494633'),
('2023-05-27', 'A0305'),
('2023-05-27', 'A0476338'),
('2023-05-27', 'A0855032'),
('2023-05-27', 'A0847751'),
('2023-05-27', 'A0726536'),
('2023-05-27', 'A0197693'),
('2023-05-27', 'A0211614'),
('2023-05-27', 'A017256'),
('2023-05-27', 'A0593113'),
('2023-05-27', 'A0587109'),
('2023-05-27', 'A0940000'),
('2023-05-27', 'A099159'),
('2023-05-27', 'A0602580'),
('2023-05-27', 'A0408594'),
('2023-05-27', 'A0241687'),
('2023-05-27', 'A0678357'),
('2023-05-27', 'A0231540'),
('2023-05-27', 'A0128125'),
('2023-05-27', 'A0985543'),
('2023-05-27', 'A0261753'),
('2023-05-27', 'A0419635'),
('2023-05-27', 'A0204675'),
('2023-05-27', 'A0221393'),
('2023-05-27', 'A048086'),
('2023-05-27', 'A0315740'),
('2023-05-27', 'A0424131'),
('2023-05-27', 'A0992228'),
('2023-05-27', 'A0963560'),
('2023-05-27', 'A0587296'),
('2023-05-27', 'A0735812'),
('2023-05-27', 'A0456372'),
('2023-05-27', 'A0780101'),
('2023-05-27', 'A0593710'),
('2023-05-27', 'A0871111'),
('2023-05-27', 'A0636972'),
('2023-05-27', 'A0104278'),
('2023-05-27', 'A0960371'),
('2023-05-27', 'A0908146'),
('2023-05-27', 'A0483054'),
('2023-05-27', 'A0538263'),
('2023-05-27', 'A02660'),
('2023-05-27', 'A010134'),
('2023-05-27', 'A0433888'),
('2023-05-27', 'A0112134'),
('2023-05-27', 'A0392024'),
('2023-05-27', 'A0719419'),
('2023-05-27', 'A0889143'),
('2023-05-27', 'A0533453'),
('2023-05-27', 'A0112630'),
('2023-05-27', 'A0753562'),
('2023-05-27', 'A0506599'),
('2023-05-27', 'A0886282'),
('2023-05-27', 'A0634885'),
('2023-05-27', 'A0262513'),
('2023-05-27', 'A0518001'),
('2023-05-27', 'A046239'),
('2023-05-27', 'A0766729'),
('2023-05-27', 'A0299575'),
('2023-05-27', 'A0639984'),
('2023-05-27', 'A0758789'),
('2023-05-27', 'A0690558'),
('2023-05-27', 'A0958676'),
('2023-05-27', 'A0271990'),
('2023-05-27', 'A0221669'),
('2023-05-27', 'A0893386'),
('2023-05-27', 'A0873204'),
('2023-05-27', 'A0319517'),
('2023-05-27', 'A0532547'),
('2023-05-27', 'A079985'),
('2023-05-27', 'A0344036'),
('2023-05-27', 'A0257521'),
('2023-05-27', 'A0921849'),
('2023-05-27', 'A0879851'),
('2023-05-27', 'A017482'),
('2023-05-27', 'A0371361'),
('2023-05-27', 'A0496197'),
('2023-05-27', 'A0112440'),
('2023-05-27', 'A0134529'),
('2023-05-27', 'A0391234'),
('2023-05-27', 'A0239869'),
('2023-05-27', 'A0491442'),
('2023-05-27', 'A0795183'),
('2023-05-27', 'A0456545'),
('2023-05-27', 'A0930582'),
('2023-05-27', 'A0923083'),
('2023-05-27', 'A0508726'),
('2023-05-27', 'A0291314'),
('2023-05-27', 'A0914654'),
('2023-05-27', 'A0282291'),
('2023-05-27', 'A0450290'),
('2023-05-27', 'A0901044'),
('2023-05-27', 'A0422371'),
('2023-05-27', 'A0910847'),
('2023-05-27', 'A0160660'),
('2023-05-27', 'A0314926'),
('2023-05-27', 'A025808'),
('2023-05-27', 'A0699668'),
('2023-05-27', 'A0272827'),
('2023-05-27', 'A0436539'),
('2023-05-27', 'A0448544'),
('2023-05-27', 'A0462685'),
('2023-05-27', 'A0449010'),
('2023-05-27', 'A0271584'),
('2023-05-27', 'A0453523'),
('2023-05-27', 'A0150779'),
('2023-05-27', 'A0398831'),
('2023-05-27', 'A0108409'),
('2023-05-27', 'A0746630'),
('2023-05-27', 'A0672890'),
('2023-05-27', 'A0517184'),
('2023-05-27', 'A0322647'),
('2023-05-27', 'A0636778'),
('2023-05-27', 'A090442'),
('2023-05-27', 'A0343915'),
('2023-05-27', 'A0271746'),
('2023-05-27', 'A0275795'),
('2023-05-27', 'A0165391'),
('2023-05-27', 'A0224002'),
('2023-05-27', 'A0764182'),
('2023-05-27', 'A0521280'),
('2023-05-27', 'A0914004'),
('2023-05-27', 'A0274262'),
('2023-05-27', 'A0206007'),
('2023-05-27', 'A074131'),
('2023-05-27', 'A0932914'),
('2023-05-27', 'A0638557'),
('2023-05-27', 'A0633271'),
('2023-05-27', 'A0989541'),
('2023-05-27', 'A0437321'),
('2023-05-27', 'A0202830'),
('2023-05-27', 'A0795546'),
('2023-05-27', 'A0936547'),
('2023-05-27', 'A077527'),
('2023-05-27', 'A0913675'),
('2023-05-27', 'A0596119'),
('2023-05-27', 'A0418850'),
('2023-05-27', 'A0879413'),
('2023-05-27', 'A0523207'),
('2023-05-27', 'A0687802'),
('2023-05-27', 'A0559904'),
('2023-05-27', 'A0777115'),
('2023-05-27', 'A0198479'),
('2023-05-27', 'A0826419'),
('2023-05-27', 'A0430910'),
('2023-05-27', 'A087030'),
('2023-05-27', 'A0176981'),
('2023-05-27', 'A0248141'),
('2023-05-27', 'A086761'),
('2023-05-27', 'A0345212'),
('2023-05-27', 'A0766162'),
('2023-05-27', 'A0325745'),
('2023-05-27', 'A0306069'),
('2023-05-27', 'A0821161'),
('2023-05-27', 'A0148150'),
('2023-05-27', 'A0913739'),
('2023-05-27', 'A0685041'),
('2023-05-27', 'A0904196'),
('2023-05-27', 'A03204'),
('2023-05-27', 'A023318'),
('2023-05-27', 'A0926530'),
('2023-05-27', 'A0293136'),
('2023-05-27', 'A0320185'),
('2023-05-27', 'A0999957'),
('2023-05-27', 'A081609'),
('2023-05-27', 'A0821124'),
('2023-05-27', 'A0680783'),
('2023-05-27', 'A0406257'),
('2023-05-27', 'A0812764'),
('2023-05-27', 'A0369804'),
('2023-05-27', 'A0361236'),
('2023-05-27', 'A06519'),
('2023-05-27', 'A0337319'),
('2023-05-27', 'A0948534'),
('2023-05-27', 'A0978533'),
('2023-05-27', 'A0196682'),
('2023-05-27', 'A0975065'),
('2023-05-27', 'A0150012'),
('2023-05-27', 'A0887893'),
('2023-05-27', 'A0193812'),
('2023-05-27', 'A0436757'),
('2023-05-27', 'A0585931'),
('2023-05-27', 'A0831027'),
('2023-05-27', 'A0149767'),
('2023-05-27', 'A0910792'),
('2023-05-27', 'A0727793'),
('2023-05-27', 'A079932'),
('2023-05-27', 'A0906593'),
('2023-05-27', 'A0716151'),
('2023-05-27', 'A0553281'),
('2023-05-27', 'A0497698'),
('2023-05-27', 'A0325009'),
('2023-05-27', 'A0612886'),
('2023-05-27', 'A0510014'),
('2023-05-27', 'A0497906'),
('2023-05-27', 'A0361340'),
('2023-05-27', 'A0248816'),
('2023-05-27', 'A0474072'),
('2023-05-27', 'A0858935'),
('2023-05-27', 'A0532012'),
('2023-05-27', 'A0143748'),
('2023-05-27', 'A0771669'),
('2023-05-27', 'A0833982'),
('2023-05-27', 'A0675265'),
('2023-05-27', 'A0363760'),
('2023-05-27', 'A0161453'),
('2023-05-27', 'A0380997'),
('2023-05-27', 'A022868'),
('2023-05-27', 'A0158629'),
('2023-05-27', 'A0936053'),
('2023-05-27', 'A0301099'),
('2023-05-27', 'A0588196'),
('2023-05-27', 'A0559214'),
('2023-05-27', 'A0310117'),
('2023-05-27', 'A0472244'),
('2023-05-27', 'A0422454'),
('2023-05-27', 'A0585587'),
('2023-05-27', 'A0239623'),
('2023-05-27', 'A0769363'),
('2023-05-27', 'A0956447'),
('2023-05-27', 'A0377544'),
('2023-05-27', 'A0803558'),
('2023-05-27', 'A065252'),
('2023-05-27', 'A0522927'),
('2023-05-27', 'A0353756'),
('2023-05-27', 'A0482489'),
('2023-05-27', 'A0986384'),
('2023-05-27', 'A0338374'),
('2023-05-27', 'A09478'),
('2023-05-27', 'A0338404'),
('2023-05-27', 'A0648322'),
('2023-05-27', 'A0119315'),
('2023-05-27', 'A0276084'),
('2023-05-27', 'A0418800'),
('2023-05-27', 'A0540166'),
('2023-05-27', 'A0466890'),
('2023-05-27', 'A0672315'),
('2023-05-27', 'A0526472'),
('2023-05-27', 'A0964407'),
('2023-05-27', 'A0715872'),
('2023-05-27', 'A0303916'),
('2023-05-27', 'A031994'),
('2023-05-27', 'A0265608'),
('2023-05-27', 'A0678097'),
('2023-05-27', 'A0473141'),
('2023-05-27', 'A0249522'),
('2023-05-27', 'A0258040'),
('2023-05-27', 'A0789923'),
('2023-05-27', 'A0550549'),
('2023-05-27', 'A0795057'),
('2023-05-27', 'A0283923'),
('2023-05-27', 'A0374703'),
('2023-05-27', 'A0169445'),
('2023-05-27', 'A0399738'),
('2023-05-27', 'A0761243'),
('2023-05-27', 'A0401190'),
('2023-05-27', 'A0217529'),
('2023-05-27', 'A0806976'),
('2023-05-27', 'A0418767'),
('2023-05-27', 'A0215711'),
('2023-05-27', 'A0573178'),
('2023-05-27', 'A0566890'),
('2023-05-27', 'A0303049'),
('2023-05-27', 'A0300986'),
('2023-05-27', 'A0289984'),
('2023-05-27', 'A0820771'),
('2023-05-27', 'A0445980'),
('2023-05-27', 'A0765391'),
('2023-05-27', 'A0433461'),
('2023-05-27', 'A0894474'),
('2023-05-27', 'A0879973'),
('2023-05-27', 'A0650231'),
('2023-05-27', 'A019349'),
('2023-05-27', 'A0713325'),
('2023-05-27', 'A0335424'),
('2023-05-27', 'A0151619'),
('2023-05-27', 'A0190854'),
('2023-05-27', 'A0361934'),
('2023-05-27', 'A0555401'),
('2023-05-27', 'A0875136'),
('2023-05-27', 'A0204107'),
('2023-05-27', 'A0802326'),
('2023-05-27', 'A0293371'),
('2023-05-27', 'A0584339'),
('2023-05-27', 'A0387359'),
('2023-05-27', 'A0837802'),
('2023-05-27', 'A0337025'),
('2023-05-27', 'A0239752'),
('2023-05-27', 'A0790956'),
('2023-05-27', 'A0243518'),
('2023-05-27', 'A0112055'),
('2023-05-27', 'A0711508'),
('2023-05-27', 'A0541919'),
('2023-05-27', 'A0638308'),
('2023-05-27', 'A0390517'),
('2023-05-27', 'A0150812'),
('2023-05-27', 'A0400630'),
('2023-05-27', 'A0448213'),
('2023-05-27', 'A0151408'),
('2023-05-27', 'A0952248'),
('2023-05-27', 'A020626'),
('2023-05-27', 'A0807813'),
('2023-05-27', 'A0324060'),
('2023-05-27', 'A0326608'),
('2023-05-27', 'A0812477'),
('2023-05-27', 'A0279101'),
('2023-05-27', 'A0554009'),
('2023-05-27', 'A0472641'),
('2023-05-27', 'A0781132'),
('2023-05-27', 'A0615328'),
('2023-05-27', 'A0704911'),
('2023-05-27', 'A0677726'),
('2023-05-27', 'A0132023'),
('2023-05-27', 'A0805613'),
('2023-05-27', 'A0660124'),
('2023-05-27', 'A0959464'),
('2023-05-27', 'A0352851'),
('2023-05-27', 'A0699318'),
('2023-05-27', 'A0863225'),
('2023-05-27', 'A0270667'),
('2023-05-27', 'A0222391'),
('2023-05-27', 'A0722912'),
('2023-05-27', 'A0547563'),
('2023-05-27', 'A0752190'),
('2023-05-27', 'A0659966'),
('2023-05-27', 'A0488464'),
('2023-05-27', 'A041223'),
('2023-05-27', 'A0170397'),
('2023-05-27', 'A0111060'),
('2023-05-27', 'A0547801'),
('2023-05-27', 'A0464003'),
('2023-05-27', 'A011022'),
('2023-05-27', 'A0174593'),
('2023-05-27', 'A0302459'),
('2023-05-27', 'A0975064'),
('2023-05-27', 'A058466'),
('2023-05-27', 'A0761191'),
('2023-05-27', 'A0771534'),
('2023-05-27', 'A0549079'),
('2023-05-27', 'A0885165'),
('2023-05-27', 'A0661857'),
('2023-05-27', 'A0631593'),
('2023-05-27', 'A044232'),
('2023-05-27', 'A0203223'),
('2023-05-27', 'A0703492'),
('2023-05-27', 'A0996433'),
('2023-05-27', 'A0524183'),
('2023-05-27', 'A0517350'),
('2023-05-27', 'A0688374'),
('2023-05-27', 'A0377280'),
('2023-05-27', 'A0284583'),
('2023-05-27', 'A0705124'),
('2023-05-27', 'A0618600'),
('2023-05-27', 'A0447498'),
('2023-05-27', 'A0159021'),
('2023-05-27', 'A0463570'),
('2023-05-27', 'A0466905'),
('2023-05-27', 'A0877567'),
('2023-05-27', 'A0697001'),
('2023-05-27', 'A0143296'),
('2023-05-27', 'A0420127'),
('2023-05-27', 'A0538842'),
('2023-05-27', 'A0284393'),
('2023-05-27', 'A093420'),
('2023-05-27', 'A0512820'),
('2023-05-27', 'A070505'),
('2023-05-27', 'A0476995'),
('2023-05-27', 'A0577958'),
('2023-05-27', 'A028086'),
('2023-05-27', 'A0992468'),
('2023-05-27', 'A0719141'),
('2023-05-27', 'A0469409'),
('2023-05-27', 'A0864473'),
('2023-05-27', 'A037290'),
('2023-05-27', 'A0911595'),
('2023-05-27', 'A0668493'),
('2023-05-27', 'A0505894'),
('2023-05-27', 'A0559932'),
('2023-05-27', 'A014756'),
('2023-05-27', 'A039876'),
('2023-05-27', 'A0549855'),
('2023-05-27', 'A0427406'),
('2023-05-27', 'A0118160'),
('2023-05-27', 'A0494285'),
('2023-05-27', 'A0313968'),
('2023-05-27', 'A0987209'),
('2023-05-27', 'A043761'),
('2023-05-27', 'A0870005'),
('2023-05-27', 'A0745762'),
('2023-05-27', 'A0181693'),
('2023-05-27', 'A0970538'),
('2023-05-27', 'A0228915'),
('2023-05-27', 'A0582749'),
('2023-05-27', 'A0468362'),
('2023-05-27', 'A088678'),
('2023-05-27', 'A0800871'),
('2023-05-27', 'A032305'),
('2023-05-27', 'A0874076'),
('2023-05-27', 'A0528200'),
('2023-05-27', 'A0745433'),
('2023-05-27', 'A0795502'),
('2023-05-27', 'A072427'),
('2023-05-27', 'A0266103'),
('2023-05-27', 'A0770923'),
('2023-05-27', 'A0104889'),
('2023-05-27', 'A0527758'),
('2023-05-27', 'A088630'),
('2023-05-27', 'A0623688'),
('2023-05-27', 'A0701139'),
('2023-05-27', 'A0974038'),
('2023-05-27', 'A038587'),
('2023-05-27', 'A0853253'),
('2023-05-27', 'A0430510'),
('2023-05-27', 'A0949849'),
('2023-05-27', 'A0107445'),
('2023-05-27', 'A0643255'),
('2023-05-27', 'A0377558'),
('2023-05-27', 'A0855870'),
('2023-05-27', 'A0493158'),
('2023-05-27', 'A0790998'),
('2023-05-27', 'A0739285'),
('2023-05-27', 'A0183197'),
('2023-05-27', 'A0208608'),
('2023-05-27', 'A0614898'),
('2023-05-27', 'A0583183'),
('2023-05-27', 'A0200679'),
('2023-05-27', 'A0148909'),
('2023-05-27', 'A0751083'),
('2023-05-27', 'A0742244'),
('2023-05-27', 'A0664630'),
('2023-05-27', 'A0313932'),
('2023-05-27', 'A098638'),
('2023-05-27', 'A0365942'),
('2023-05-27', 'A0762421'),
('2023-05-27', 'A0452554'),
('2023-05-27', 'A041016'),
('2023-05-27', 'A0693237'),
('2023-05-27', 'A0866736'),
('2023-05-27', 'A0730896'),
('2023-05-27', 'A0962943'),
('2023-05-27', 'A0190035'),
('2023-05-27', 'A0891053'),
('2023-05-27', 'A0691178'),
('2023-05-27', 'A0212689'),
('2023-05-27', 'A0665122'),
('2023-05-27', 'A0784845'),
('2023-05-27', 'A0843706'),
('2023-05-27', 'A0441962'),
('2023-05-27', 'A0319018'),
('2023-05-27', 'A0530340'),
('2023-05-27', 'A0608067'),
('2023-05-27', 'A0867370'),
('2023-05-27', 'A0783235'),
('2023-05-27', 'A0156647'),
('2023-05-27', 'A0463668'),
('2023-05-27', 'A0714571'),
('2023-05-27', 'A0795598'),
('2023-05-27', 'A0901023'),
('2023-05-27', 'A0777990'),
('2023-05-27', 'A0880835'),
('2023-05-27', 'A0861232'),
('2023-05-27', 'A0567834'),
('2023-05-27', 'A0440567'),
('2023-05-27', 'A0185878'),
('2023-05-27', 'A0561132'),
('2023-05-27', 'A0597350'),
('2023-05-27', 'A0550639'),
('2023-05-27', 'A0336817'),
('2023-05-27', 'A0284790'),
('2023-05-27', 'A0277486'),
('2023-05-27', 'A0902360'),
('2023-05-27', 'A053046'),
('2023-05-27', 'A0315589'),
('2023-05-27', 'A0524090'),
('2023-05-27', 'A0982050'),
('2023-05-27', 'A0921118'),
('2023-05-27', 'A0755675'),
('2023-05-27', 'A0816046'),
('2023-05-27', 'A0126702'),
('2023-05-27', 'A0618156'),
('2023-05-27', 'A0985500'),
('2023-05-27', 'A0202803'),
('2023-05-27', 'A0363064'),
('2023-05-27', 'A0114226'),
('2023-05-27', 'A0558028'),
('2023-05-27', 'A0751798'),
('2023-05-27', 'A0853783'),
('2023-05-27', 'A0928647'),
('2023-05-27', 'A0108195'),
('2023-05-27', 'A0195824'),
('2023-05-27', 'A0482358'),
('2023-05-27', 'A054555'),
('2023-05-27', 'A0778950'),
('2023-05-27', 'A0353857'),
('2023-05-27', 'A0271056'),
('2023-05-27', 'A0511561'),
('2023-05-27', 'A0747730'),
('2023-05-27', 'A0196672'),
('2023-05-27', 'A0862750'),
('2023-05-27', 'A0190769'),
('2023-05-27', 'A026586'),
('2023-05-27', 'A0771799'),
('2023-05-27', 'A0574428'),
('2023-05-27', 'A0839123'),
('2023-05-27', 'A0900583'),
('2023-05-27', 'A0924865'),
('2023-05-27', 'A0557948'),
('2023-05-27', 'A055540'),
('2023-05-27', 'A0828601'),
('2023-05-27', 'A0516540'),
('2023-05-27', 'A0515737'),
('2023-05-27', 'A0420157'),
('2023-05-27', 'A0967927'),
('2023-05-27', 'A0280008'),
('2023-05-27', 'A0145294'),
('2023-05-27', 'A0931096'),
('2023-05-27', 'A0751697'),
('2023-05-27', 'A038052'),
('2023-05-27', 'A082471'),
('2023-05-27', 'A0259531'),
('2023-05-27', 'A0766977'),
('2023-05-27', 'A0876107'),
('2023-05-27', 'A0634099'),
('2023-05-27', 'A0600860'),
('2023-05-27', 'A0957'),
('2023-05-27', 'A0769939'),
('2023-05-27', 'A0522106'),
('2023-05-27', 'A065083'),
('2023-05-27', 'A0968103'),
('2023-05-27', 'A0169269'),
('2023-05-27', 'A074800'),
('2023-05-27', 'A0661746'),
('2023-05-28', 'A02563'),
('2023-05-28', 'A0615663'),
('2023-05-28', 'A0570540'),
('2023-05-28', 'A0685897'),
('2023-05-28', 'A0135780'),
('2023-05-28', 'A0964086'),
('2023-05-28', 'A0903731'),
('2023-05-28', 'A0793762'),
('2023-05-28', 'A0315697'),
('2023-05-28', 'A0500560'),
('2023-05-28', 'A0879833'),
('2023-05-28', 'A0247410'),
('2023-05-28', 'A0959418'),
('2023-05-28', 'A0889939'),
('2023-05-28', 'A0249625'),
('2023-05-28', 'A0594284'),
('2023-05-28', 'A0331718'),
('2023-05-28', 'A0750108'),
('2023-05-28', 'A0197536'),
('2023-05-28', 'A0550302'),
('2023-05-28', 'A0953000'),
('2023-05-28', 'A0523683'),
('2023-05-28', 'A084392'),
('2023-05-28', 'A0938803'),
('2023-05-28', 'A0180773'),
('2023-05-28', 'A055716'),
('2023-05-28', 'A0267142'),
('2023-05-28', 'A0220118'),
('2023-05-28', 'A0353679'),
('2023-05-28', 'A0923185'),
('2023-05-28', 'A0507580'),
('2023-05-28', 'A0644050'),
('2023-05-28', 'A0761312'),
('2023-05-28', 'A0710119'),
('2023-05-28', 'A0194247'),
('2023-05-28', 'A0687971'),
('2023-05-28', 'A067502'),
('2023-05-28', 'A0756149'),
('2023-05-28', 'A0840347'),
('2023-05-28', 'A0468964'),
('2023-05-28', 'A09087'),
('2023-05-28', 'A0255680'),
('2023-05-28', 'A0982929'),
('2023-05-28', 'A0394315'),
('2023-05-28', 'A0989034'),
('2023-05-28', 'A0471662'),
('2023-05-28', 'A0449321'),
('2023-05-28', 'A054394'),
('2023-05-28', 'A0361710'),
('2023-05-28', 'A0193649'),
('2023-05-28', 'A044299'),
('2023-05-28', 'A0279897'),
('2023-05-28', 'A067561'),
('2023-05-28', 'A0723085'),
('2023-05-28', 'A0402958'),
('2023-05-28', 'A0106417'),
('2023-05-28', 'A0519467'),
('2023-05-28', 'A0307921'),
('2023-05-28', 'A0998222'),
('2023-05-28', 'A0264186'),
('2023-05-28', 'A0152892'),
('2023-05-28', 'A0826516'),
('2023-05-28', 'A0395537'),
('2023-05-28', 'A0175427'),
('2023-05-28', 'A0449580'),
